"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Estonia","EST","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1568932.81627227","","","","1063400000","1322400000","1544500000","1815200000","2004100000","2058600000","2188200000","2405500000","2688400000","2992900000","3405100000","4017100000","4793700000","5699300000","5757800000","5583800000","5788700000","6112900000","6472300000","6793600000","7459200000","7893200000","8339900000","9214400000","10005100000","","",
"Ethiopia","ETH","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4053900000","3699800000","3350700000","3948400000","4984000000","5686400000","5992500000","6918700000","8610900000","10503300000","","9948300000","11566100000","11664200000","14118000000","15934300000","12622900000","13332980000","32221750000","41073300000","48246900000","54515559000","63271500000","88529235020.0705","101333589698.75","134697726819.01","158209956390.39","205867752759.57","237997547803.63","261148507504.32","","",
"European Union","EUU","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","2124045323.28242","2486994868.58636","3326084433.70284","4505754549.90388","5254190822.6576","5944265884.92918","6570093159.29247","7571820449.29723","8540414717.78907","9830247925.8224","11579065985.1692","13410296128.4821","14436242479.8973","16199524700.9198","17710525032.25","19449251816.0091","21177550948.3276","23087661229.151","25609807374.3678","29922313996.7674","33172209299.7832","35914345252.8117","36690532533.4316","47924000000","45840000000","44677000000","45238000000","46323000000","46263000000","48098000000","50959000000","52954000000","54921000000","57121000000","59268000000","61061000000","64827000000","69470000000","72215000000","75008000000","78198000000","81912000000","83902000000","85451000000","86103000000","85762000000","87261000000","88951000000","","",
"Fiji","FJI","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","474340000","481480000","557390000","695620000","721100000","741590000","805640000","","","","","","","","1177970000","1245440000","1412878203","","","","1435927580.66","1505556868.04","1634791582.67","1881362003.77","2335843705.15","2585475092.37","2615651681.57","2792984536.79","3265136563.00378","3185047194.14","","",
"France","FRA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","46954297309.1224","52671135455.5253","65110975262.098","79182019553.1109","92048716607.9484","104717229940.377","122340336333.022","141350728782.527","164736408026.746","198244702015.528","233993996557.701","264560024513.802","290369643132.096","313297975324.602","332125428953.422","347608303593.071","367552293824.138","386793646534.758","410347019697.938","438748271609.267","469741156813.633","499636409093.889","517991270769.273","573805610000","590284380000","612548190000","616282470000","635901490000","652542440000","682565860000","720421060000","744165040000","767080850000","797153370000","826203560000","857987150000","890248820000","929889320000","984157070000","979490240000","1004128270000","1018778000000","1038109000000","1055071000000","1069744000000","1095968000000","1104938000000","1127693000000","","",
"Faroe Islands","FRO","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47932623.43","46683832","49814514.78","48816259","57085248","57720850","57789056.79","65363677.79","73648321","81273952.9665943","86444225.166151","93401394.956451","","",
"Gabon","GAB","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1427150983265.5","1419231782276.59","1371013870000","1461335791032","1419913693445","1358200658653.17","1283317393043.87","1338870908951.76","","",
"United Kingdom","GBR","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","20084000000","22665000000","29324000000","39873000000","47178000000","52074000000","60412000000","70438000000","86445000000","100865000000","111061000000","119128000000","127744000000","136994000000","143518000000","151095000000","158477000000","167997000000","200605000000","225389000000","253009000000","264473000000","276317000000","301027000000","310217000000","314732000000","323318000000","334657000000","358223000000","376971000000","408304000000","448471000000","477810000000","512542000000","542521000000","573730000000","634238000000","655592000000","688219000000","692169000000","725500000000","715483000000","735526000000","741735000000","751581000000","770552000000","793332000000","816539000000","","",
"Georgia","GEO","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345400000","674300000","914500000","859300000","966100000","911200000","1071800000","1149100000","1248700000","1940600000","2527800000","3230600000","4440600000","5633900000","5632000000","5549900000","6039300000","6771400000","7168500000","8323000000","9565500000","10481500000","11104800000","10761600000","12115000000","14443300000","",
"Ghana","GHA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","712365300","978658300","1456817408","1875713086","2212273634","2921915559","4136575547","6200523340","6597796462","9280938302","12645724165","20247720934.0365","24000689741.6493","28851277192.37","55081089580.55","40162940976.4938","45609218533","54317082833","62434270585.3899","","",
"Gibraltar","GIB","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160133000000","202712000000","256763000000","279476000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428710000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98995327329.9688","","123543788633.327","","",
"Equatorial Guinea","GNQ","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194412000000","214635000000","367821000000","345265000000","453925300000","500581601000","815431494919.649","871860404786.399","762179437329.611","775122212175.473","682506159043.882","701521556324.2","750849235041.752","759746507317.052","","",
"Greece","GRC","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","239148936.170213","307028613.352898","406016140.865737","480616287.60088","646661775.495231","794218635.363169","961760821.716801","1183037417.46148","1521261922.23037","2057872340.42553","3607278063.09611","3496962582.53852","4963433602.34776","6120586940.57227","7272017608.21717","8959119589.1416","10834101247.2487","14440733675.7153","19258547322.0836","","","","","39890000000","43702000000","48649000000","53496000000","55914000000","60520000000","64582000000","68650000000","75180000000","84175000000","85561000000","92416000000","102501000000","114246000000","121773000000","114207000000","111472000000","105645000000","108213000000","86758000000","90452000000","84182000000","84154000000","85982000000","85571000000","","",
"Grenada","GRD","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3133570000","3859580000","5194670000","5542040000","5930970000","6439592000","7634800000","8918270000","11674560000","14229760000","16381880000","19380430000","20758690000","24968560000","24128930000","26660700000","29905500000","32608300000","34564500000","38244513140.8201","42143089466.78","46513924129.65","51170792586.92","54267625831","56411557658.51","57798957332.2","61516737916.86","64928081312.44","68643690169.29","74684077789.25","","",
"Guam","GUM","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","211500000","203200000","220400000","267500000","338500000","","","","","","","","","","","","","","","","","","","","","","","","","","","29852600000","31560650000","36531900000","41068250000","52374771000","57855056000","65070200000","68081600000","75395166608","84914253465","89969723248","100515111971.538","101179049476.64","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160920000","986730000","13638020000","32850630000","","","","","","","84086715000","89445831000","92449123000","98269937000","104083658000","112606844000","120303553000","129020143000","132172200000","137036489000","140612024000","135498195000","133473677000","137733361000","138358838000","140189284000","141949992000","149076044000","155036538000","","",
"Haiti","HTI","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","415100000000","437000000000","457500000000","481600000000","512000000000","604500000000","666100000000","748500000000","905600000000","1060800000000","1292300000000","1574100000000","1860100000000","2320200000000","2979353000000","3340393000000","3942739000000","4716961700000","5113191000000","5510446000000","6304150000000","7482175000000","8162991000000","8783969000000","9441826000000","10427129000000","10908166000000","12068689000000","11934330000000","11963503000000","12837006000000","12932419000000","14244843500000","14769175398000","15129374917000","15755861995000","16433917081000","17183445000000","18579438801000","","",
"IBRD only","IBD","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","476000000000","764000000000","1417000000000","1678000000000","1998000000000","2333000000000","2821000000000","4249000000000","6155000000000","7432000000000","8086000000000","9860000000000","10955000000000","12929000000000","15026000000000","14841000000000","15965000000000","19358000000000","24882000000000","25560000000000","30433000000000","35317800000000","38164000000000","44138000000000","55189000000000","81095900000000","128354500000000","179577000000000","","","286272800000000","327381763040134","386937091000000","","","","912962000000000","861522000000000","961809000000000","1.17669E+15","1.34521E+15","1.46772E+15","1.681150302161E+15","1.67147020692333E+15","1.84450712129521E+15","1.94321313134512E+15","2.19896955077444E+15","2.29489438203615E+15","","",
"IDA only","IDX","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","69320000000","86170000000","97590000000","109280000000","126980000000","152160000000","172100000000","196550000000","231130000000","271840000000","331450000000","409130000000","488330000000","570560000000","666350000000","787840000000","892060000000","1015840000000","1150660000000","1326700000000","1500590000000","1717440000000","1964000000000","2255740000000","2553460000000","2943430000000","3297650000000","3599190000000","4001380000000","4350090000000","4822030000000","5511380000000","6462560000000","7474310000000","9499600000000","10728600000000","12600800000000","12658800000000","16076200000000","18691100000000","18456491755000","20830910000000","23506080000000","26684580000000","29602800000000","","","",
"Not classified","INX","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","920560106.861157","1111020818.62553","1352271053.52708","1895718951.09477","2359173349.72142","2792154034.46577","3429562549.83722","4196484349.20845","5414163166.42203","6876901432.77245","8756113788.84764","9865864869.39474","10604852431.0405","11713333773.5092","12202182933.7044","12958946828.4482","12932282328.8012","12363439669.6649","13529059225.6629","14581672092.6807","15683804744.7572","16961161251.657","17992188571.3415","20374931000","21267287000","22953626000","25010742000","27288944000","30041057000","35381080000","40084342000","43273015000","46438051000","51816147000","56698655000","62920316000","69424728000","74662711000","104384725000","75969739000","70252315000","68990617000","68573289000","72066984000","70695522000","73235809000","76782568000","79003223000","","",
"Iran, Islamic Rep.","IRN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","269800000000","344600000000","1033500000000","1202500000000","1412300000000","1590700000000","1609300000000","1649700000000","1847600000000","2185900000000","2446400000000","2771400000000","2765900000000","2899500000000","2791900000000","3265600000000","4018600000000","4083700000000","5571600000000","7102000000000","9983000000000","15741000000000","21712000000000","29363000000000","42215000000000","50413000000000","64232000000000","78754650102044.4","97920055000000","129545900000000","178988000000000","216090300000000","272613546000000","394213004168909","505974657870430","546383939054721","709548775380099","806599000000000","","","","","","","","","","","","",
"Iraq","IRQ","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68471500000000","52624077508822.3","52303098796298.5","57577631227546.2","65840538540334.5","76253083980041","","",
"Iceland","ISL","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","169500000","246600000","406500000","570400000","684700000","988400000","1605900000","2479300000","3707900000","5895400000","9636200000","17750100000","21061300000","31156600000","45738200000","57066700000","78293700000","101431700000","110927800000","124994500000","126709600000","127471300000","134336100000","139359700000","147733400000","146027400000","176836556000","194144100000","208217600000","237253804780","260023285536","280028260242.333","296094663126.438","353544773342.199","400091460511.501","448951923183.783","807772406113.719","677476731556.712","638131220359.398","678724521856.68","683983585573.669","682848637457.615","716335789298.882","744338970056.673","891497020007.885","830902960952.129","877810227188.916","940230338936.589","","",
"Israel","ISR","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","1400000","2500000","3500000","5200000","7200000","10700000","15900000","33600000","80400000","197200000","438200000","1363600000","6766100000","19703000000","26530100000","32240000000","34701700000","42202400000","52707300000","48983000000","76285000000","84433000000","99961000000","122659000000","146273000000","162039000000","179243000000","194231000000","226088281887.243","244090521412.277","276643691605.205","251283881341.627","253756577614.616","263975426215.186","277799315186.089","285847737574.944","305880327098.798","322466813831.088","332268404211.725","352432558398.019","374938178737.757","398632475947.88","402589960618.364","415243883801.972","434866421274.545","465096469981.213","492147290996.76","514790959690.853","","",
"Italy","ITA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","14066220103.6013","17818279475.4864","23824673211.8971","28991308030.3883","35405702717.0798","46795643169.5993","60358834253.4874","81419430141.4576","","","","","","227518889411.084","253442443461.939","254239852913.075","285005190391.307","316080402010.05","351957629875.999","395601853047.354","416556058814.112","419971904744.69","476172000000","495992000000","492593000000","469325000000","481856000000","490147000000","521742000000","532977000000","552636000000","564030000000","584630000000","617350000000","633172000000","664928000000","694469000000","688856000000","690662000000","708431000000","704944000000","710283000000","722021000000","733800000000","745017000000","753328000000","760740000000","","",
"Jamaica","JAM","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5136400000","6137600000","7470000000","10638900000","16321900000","25369300000","34454738165","44441719236.54","64225142380.4","72113242393","84743006819.105","93166282655.1043","95780648100","113665158500","141080377000","173247910000","188381951000","192250012000","224505283000","252877883200","310149498559.67","387044194540.33","333173832700","349891312800","361520953821","358252932716","395967811706","427972104040","461400813951.85","505244000000","538393159032.87","544279358515.768","","",
"Jordan","JOR","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","819760000","856540000","891250000","1005890000","1086190000","1232420000","1414930000","1460020000","1599730000","1546890000","1626800000","1717430000","1925200000","2130010000","2600240000","3181800000","3496580000","4110600000","4899300000","5089600000","5055200000","6047100000","6485400000","6419000000","7191300000","7045000000","7323900000","7550600000","8096200000","8293700000","","",
"Japan","JPN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313400000000","288540000000","285980000000","356747659000","441047523000","479251052000","640475241000","825971498000","","","","","","3592542686326.58","4294942465963.27","4899172381768.47","5259090930919.07","6073939532007.76","6331784117486.61","7670830466650.26","10346197185094.5","9090589600350.16","11169868913208.8","","",
"Kenya","KEN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1233037326960.61","1426091164777.59","1685197206268.77","2131750935140.9","2207598200000","1924520665655.45","","",
"Kyrgyz Republic","KGZ","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104171086000","117273700000","128776600000","138187699000","145109360000","151811970000","","",
"Cambodia","KHM","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1574113085095","1722108531781","1753659035353","1954976483316","2563161118131","2873863000000","3592542704625","4721473660503","5002502904599.15","5754326642179","5993136300000","7274214600000","8397697714923","8844165548035","10553027594975","12840779200069.5","14453940700000","17363081458815","","",
"Kiribati","KIR","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112630983.7","124276230.7854","125799675.77","122751713.625096","149763579.62","170525661.4","187317545.59","192872185.68","218738214.1484","","",
"St. Kitts and Nevis","KNA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103050000","102150000","109900000","123330000","146480000","","","","","","295100000","307000000","273077000","272511000","288104000","327112248","356358593","378820994","536231961.67","545249134","530140000","594920000","546460000","560580000","621920000","638790000","702580000","654240000","","","","",
"Korea, Rep.","KOR","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","661000000000","625000000000","977000000000","1459000000000","2108000000000","2535000000000","3421000000000","4747000000000","5963000000000","7391000000000","9117000000000","9645000000000","10767000000000","12243000000000","13638000000000","15403000000000","17840000000000","21735000000000","26593000000000","31960000000000","37244000000000","41348000000000","49124000000000","57030000000000","65038000000000","70737000000000","82057059000000","87806743000000","100292533000000","115461979000000","121160381000000","144873577000000","155968443000000","170612100000000","186558200000000","196368942000000","211420508000000","232659683828260","233138336000000","251894525000000","354749000000000","360686000000000","369146527286811","389459531776481","409162391795590","439886033197865","472992311596360","529476603522624","","",
"Kuwait","KWT","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","303000000","368000000","740000000","","","989000000","1045000000","1117000000","1460000000","1696000000","1915000000","2161000000","2042000000","2158000000","2009000000","1906000000","2283000000","2482000000","2550000000","6579000000","5375000000","3988000000","3850000000","3766000000","3939000000","3515000000","3677000000","","","4655000000","4800000000","5391000000","6179000000","6727000000","10183000000","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6845460000000","7357000000000","7938900000000","7718500000000","8185800000000","9225478496500","8563500000000","8699392164000","10528271009000","11816193000000","13410093550220","15361218080720","14977300000000","15888400000000","17782700000000","18863700000000","18812405134473.6","17234637998041.3","19929221462061.9","20771080825961.9","24288098066894.2","23407154618589.5","","",
"Liberia","LBR","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","297000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","368421000","400971000","405491000","466587000","490387517","480163664","484775934","482383572","627391586","661826110","723175988","745239058","825850377","847944064","883561561","887920000","916750000","950280000","","","","",
"Latin America & Caribbean","LCN","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79275000000","94988000000","101982000000","114095000000","140729000000","173292000000","191849000000","203264000000","221563000000","234678000000","289114000000","335149000000","362362000000","373202000000","433036000000","495363000000","621464000000","717409000000","847371000000","1013401000000","1080692000000","1167010000000","1354540000000","1406950000000","1530449046360.78","1976573239199.72","2006616062094.38","2205702974853.44","2346511546836.24","2535265121322.27","","",
"Lower middle income","LMC","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","319685000","396008000","448884000","","571430818.35","710791116.81","774144447.66","1024090856.81","1179935324.41","1218274921.27","1508093738.9","2028695609.89","1928891032.58","2081787080.30587","2386391408.82276","2823036584.88072","2971900000","3144500000","3576900000","4440484040.78026","4913500167.38656","6786020499.16868","7697423770.11116","6958864867.37785","7639594617.02115","8149861798.75232","9754926231.35985","10152250272.3224","11514163960.4273","12622738144.9361","12206338503.6915","13277849254.2729","13556429015.6","","",
"Late-demographic dividend","LTE","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28710611.6774791","","640697405.004634","1142058619.09175","2534981000","3303159000","5748341000","5271405000","4790155000","4963159000","4868618000","4975895000","5255068000","5795788000","6517416000","7449647000","9093683000","11257638000","11245412000","11082305000","12376450000","11320229000","11586638000","11947552000","12236189000","12689762000","13138607000","14587651000","15964964000","","",
"Luxembourg","LUX","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","477393350.008304","555430231.60692","663685333.875394","847200910.265023","991995518.085072","1111678511.84559","1173627103.68642","1313786102.59321","1454316941.78716","1633296066.67344","1860887111.76775","2037362512.05382","2131685998.23004","2158111447.97087","2277794441.73139","2466441414.08382","2648420050.61986","2752609699.08205","3194727800.51512","3539869955.0569","4064536600.23947","4415355516.49855","4769595363.39951","5791440000","6062583000","6515662000","6733626000","7342773000","7855293000","8434072000","9184227000","10029123000","10945154000","11575628000","12213231000","12811389000","13881542000","15106101000","15923768000","16715825000","17982100000","18938815000","19556893000","20116025000","20660398000","21908547000","23288779000","24612126000","","",
"Latvia","LVA","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","773273914.206521","1867637349.81588","2075139014.5759","2476810035.23031","2879642119.28219","3162100671.02635","3155707707.98117","3139336144.92803","3488444858.02585","3798894144.02878","4383206413.16782","5396904400.08879","6634622170.6194","8179754241.58087","10333141245.6389","9959792488.37514","9999476383.17369","9653322974.82655","9730570685.42581","9986837012.87984","10553795937.4164","10718942976.9893","10773098900.9738","11567402860.5415","12412325484.7724","13352237608.2094","","",
"Macao SAR, China","MAC","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7123170000","7748580000","8147210000","9780639403.17","8166697363.28","8431134124.85001","8841627850.46395","9643755177.7279","10120172034.7366","11262000000","12932000000","14927334590.1148","23078063285.55","29395356255.0843","33231322259","35451469155.14","37629531287.69","43112789101","49857694514.71","55307899411.71","58763132163.19","61408074287.18","64930368471.77","70377086974.39","","",
"St. Martin (French part)","MAF","Expense (current LCU)","GC.XPN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
